Name,Price,Brand,URL,Image_URL,Category,Description
Bauer Vapor Hyperlite Pro Stock Senior Ice Hockey Skates,$699.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-vapor-hyperlite-pro-stock-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698764635-1_29.jpg,Skates,"Skate like your favorite Bauer pro’s with the new Bauer Vapor Hyperlite Pro Stock Senior Ice Hockey Skates; made and assembled in Canada on the same lines as the skates used by elite major junior/college/pro Bauer players! These Pro Stock skates are made and assembled in Canada, originally designed for elite major junior/college/pro skaters."
Bauer Vapor X-Lite Intermediate Ice Hockey Skates,$249.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-vapor-x-lite-int.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698616668-1_12.jpg,Skates,"Combining the best technologies from several levels of Bauer Vapor skates, the Bauer Vapor X-Lite Intermediate Ice Hockey Skates are here to help you play your best on the ice while leaving an X-Lite impact on your wallet."
True HZRDUS 7X Ice Hockey Skates - Senior,$224.99,True,https://www.hockeymonkey.com/true-hockey-skates-hzrdus-7x4-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/681489123857-1-new.jpg,Skates,"Introducing the True HZRDUS 7X Ice Hockey Skates – where excellence meets affordability. Designed for players who demand high performance without breaking the bank, these skates combine quality craftsmanship with advanced features to enhance your game on the ice. The True HZRDUS 7X Skates boast a cutting-edge design that combines lightweight construction with exceptional strength. The result is a skate that offers optimal energy transfer and explosive acceleration, allowing you to reach top speeds with ease. The precision crafted Neurofit+ one-piece shell design delivers outstanding support and stability, ensuring that every stride is efficient and powerful with more direct energy transfer. Comfort is a top priority with the True HZRDUS 7X Skates. The advanced heat-moldable technology allows the skates to conform to the unique contours of your feet, providing a personalized fit that maximizes comfort and minimizes foot fatigue. The True HZRDUS 7X Skates feature their revolutionary blade system, Shift Max, that enhances maneuverability and control. The high-performance steel blades are designed for maximum agility and responsiveness, allowing for quick turns and precise stops. With these skates, you'll have the confidence to make lightning-fast moves and outmaneuver your opponents effortlessly. Durability is built into every aspect of the True HZRDUS 7X Skates. The reinforced CARV toe cap gives you a low profile that allows for better turning & clearance. Added ankle support provides exceptional protection against impacts and collisions, ensuring that your skates can withstand the rigors of intense gameplay. These skates are built to last, giving you the peace of mind to focus on the game. The True HZRDUS 7X Skates also feature a redesigned tendon guard for greater response. Along with the redesigned tendon guard they will also have an asymmetrical tongue for maximum comfort and lace bite protection. The True HZRDUS 7X Ice Hockey Skates offer a great combination of performance and affordability. With their lightweight design, customized fit, and responsive blade system, these skates empower you to elevate your game without compromising on comfort or durability."
Bauer Vapor X5 Pro Intermediate Ice Hockey Skates With Runner,$544.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-vapor-x5-pro-int-w-runner.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698587647-ti-1-new-1_1.jpg,Skates,"Introducing the next evolution of the Vapor hockey skate line, The Bauer Vapor X5 Pro Ice Hockey Skates. Engineered to elevate your game to new heights, these skates combine cutting-edge technology, superior comfort, and enhanced responsiveness for an elite on-ice experience. Crafted with precision and meticulous attention to detail, the Vapor X5 Pro feature a lightweight and durable construction. The 3D lasted CURV Composite quarter package provides exceptional stiffness and support, allowing for explosive speed and agility. The boot's thermoformable properties ensure a customized fit, contouring to your foot's unique shape, maximizing energy transfer, and reducing any negative space for optimal performance. Equipped with a pro stock 48oz felt tongue, the Bauer Vapor X5 Pro skates offer enhanced forward flex and added protection, allowing you to push the limits without compromising comfort and protection. The Flex Facing design promotes a deeper forward flex, optimizing your stride and providing increased power generation with every stride. Glide effortlessly across the ice, effortlessly maneuvering through tight spaces and leaving defenders in your wake. The Vapor X5 Pro skates feature the all-new powerfly blade holder. This is Bauer’s most innovative holder to date. Inspired by the OD1N prototype, this holder delivers lightning-fast turns and explosive acceleration. Coupled with a new steel line that improves the security of the blade and the durability of the holder. Comfort is paramount during long hours on the ice, and the X5 Pro skates deliver unprecedented comfort. The lockfit footbed ensures maximum support and stability, reducing fatigue and increasing energy transfer. The hydrolite liner wicks away moisture, keeping your feet dry and comfortable throughout the game, while the Aerofoam ankle pads provide elite cushioning and protection. If you are an elite player looking for the pinnacle of innovation, the Bauer Vapor X5 Pro Ice Hockey Skates redefine what it means to dominate on the ice. Elevate your performance and leave your opponents behind with these game-changing skates."
Bauer Vapor Hyperlite 2 Intermediate Ice Hockey Skates With Runner,$769.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-vapor-hyperlite-2-int-w-runner.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698587784-1-new-1_1.jpg,Skates,"Introducing the revolutionary Bauer Vapor Hyperlite 2 Ice Hockey Skates, the next generation of performance and innovation. Engineered to elevate your game to new heights, these skates combine cutting-edge technology, superior comfort, and unmatched responsiveness for the ultimate on-ice experience. Crafted with precision and meticulous attention to detail, the Vapor Hyperlite 2 skates feature a lightweight and durable construction. The 3D lasted carbon CURV Composite quarter package provides exceptional stiffness and support, allowing for explosive speed and agility. The boot's thermoformable properties ensure a customized fit, contouring to your foot's unique shape, maximizing energy transfer, and reducing any negative space for optimal performance. Equipped with the all-new Aerolite 2.0 tongue, the Bauer Vapor Hyperlite 2 skates offer enhanced forward flex and added protection, allowing you to push the limits without compromising comfort and protection. The Flex Facing design promotes a deeper forward flex, optimizing your stride and providing increased power generation with every stride. Glide effortlessly across the ice, effortlessly maneuvering through tight spaces and leaving defenders in your wake. The Vapor Hyperlite 2 skates feature the all-new powerfly blade holder. This is Bauer’s most innovative holder to date. Inspired by the OD1N prototype, this holder delivers lightning-fast turns and explosive acceleration. Coupled with a new steel line that improves the security of the blade and the durability of the holder. Comfort is paramount during long hours on the ice, and the Hyperlite 2 skates deliver unprecedented comfort. The lockfit footbed ensures maximum support and stability, reducing fatigue and increasing energy transfer. The Lock-Fit Pro liner wicks away moisture, keeping your feet dry and comfortable throughout the game, while the Aerofoam Pro ankle pads provide superior cushioning and protection. With their sleek and modern design, the Bauer Vapor Hyperlite 2 Ice Hockey Skates are the epitome of style and functionality. Turn heads with the eye-catching graphics and take your game to the next level with the skates that have set a new standard in performance and innovation. If you are an elite player looking for the pinnacle of innovation, the Bauer Vapor Hyperlite 2 Ice Hockey Skates redefine what it means to dominate on the ice. Elevate your performance and leave your opponents behind with these game-changing skates."
Bauer Vapor FlyPro Senior Ice Hockey Skates With Runner,$919.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-vapor-flypro-sr-bundle.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698707816-x-1_2.jpg,Skates,"Unleash a new level of skating. The Bauer Vapor FlyPro Senior Ice Hockey Skates are engineered to help redefine your stride. Lightweight, elite-level tech keeps you quick and agile on your edges, and a combination of flexible and reactive materials help store and release more energy — helping you fly off the line at full speed."
Bauer Supreme M30 Senior Ice Hockey Skates,$319.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-supreme-m30-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698639582-1_21.jpg,Skates,"Enjoy the thrill of the game with a skate designed for comfort. Featuring thick ankle pads and a forgiving boot flex, the Bauer Supreme M30 Senior Ice Hockey Skates promote a more enjoyable skating experienced from the moment you lace up!"
Bauer Supreme M50 Pro Junior Ice Hockey Skates,$599.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-supreme-m50-pro-jr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698639520-1_13.jpg,Skates,"Become a force on the ice next time your number is called with the Bauer Supreme M50 Pro Junior Ice Hockey Skates. Designed for elite-level power skaters, The M50 Pro helps optimize on-ice energy, control and agility through trusted pro-level tech, helping to push your game forward with every stride."
Bauer Supreme Mach Intermediate Ice Hockey Skates With Runner,$609.96,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-supreme-mach-int-w-runner.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698520491-carbon-1_1.jpg,Skates,"Constantly pushing innovation with their skates, Bauer Hockey has designed a new Supreme skate for 2022. Engineered for the most powerful athletes in the game, the all-new Bauer Supreme Mach Intermediate Ice Hockey Skates look to give you power on a whole new level with their most advanced Supreme skated ever designed. Starting off with the boot of the Supreme Mach skates, Bauer is continuing to use their ultra-popular 3D lasted curve composite quarter package. The Mach will have a 12K curve composite boot which will be an ultra-lightweight structure and is going to be their most thermoformable boot, looking to give you the best fit possible for your foot shape. This boot will have a unibody sole that stiffens the lower portion of the boot and will give you a more efficient stride, giving you the most energy out of every push. Another new addition to the Supreme Mach skates will be the AMP, active motion performance, skate flex. This is a flex facing that adds more forward flex in the upper portion of the skate. This flex will allow you to push harder and get more energy transfer to get a stronger stride each time you push off. Not only will this make your strides more powerful but also more efficient, so that you are getting the most out of every stride and no energy is wasted. The new boot flex goes hand in hand with the new Powercoil tongue in the Supreme Mach skates. This tongue will feature and improved insert for faster recoil speed that helps explode into each stride giving you the maximum flex and performance every time you skate. Moving on to the interior of the Supreme Mach, Bauer has gone with their Lock Fit Pro liner which is designed to keep your feet locked into place, as well as quickly wick away sweat, providing you with ultimate feel and control while on the ice. Down to the holder of the Supreme Mach skates, the Blade Holder is the popular TUUK Lightspeed Edge holder that has been tested and played with at elite levels for years now. New for the Supreme line this year is the choose your steel performance, which allows you to choose your steel option with your skates, giving you the chance to dial in the perfect steel option for your specific game. If you are an elite-level player looking for a skate that will make each stride stronger than the last, look no further than the Bauer Supreme Mach Intermediate Ice Hockey Skates. With an ultra-lightweight carbon fiber build, the Bauer TUUK Lightspeed Carbonlite Edge Runner will provide the best technology with a stabilizing spine for torsional flex. Not only does this steel provide the highest technically, the Carbonlite runner also has incredible edge retention, consistency and grip to maintain speed and superior performance. The height of the runner has been increased to help create a better attack angle so you can hold your edges in all tight movements. Bauer’s Carbonlite Runner comes with a friendly 10 foot radius that is perfect to skate on right out of the box, but can also be profiled without having to remove too much material. With a titanium coating and mirrored finish, the Bauer TUUK Lightspeed Pulse TI Edge Runner will provide better edge retention, consistency and grip to maintain speed. The height of the steel has been increased to help create a better attack angle so you can hold your edges in all tight movements. Bauer’s Pulse TI Runner comes with a friendly 10 foot radius that is perfect to skate on right out of the box, but can also be profiled without having to remove too much material. With a high polish mirrored finish, the Bauer TUUK Lightspeed Pulse Edge Runner will provide superior glide for increased speed. The height of the steel has been increased to help create a better attack angle so you can hold your edges in all tight movements. Bauer’s Pulse Runner comes with a friendly 10 foot radius that is perfect to skate on right out of the box, but can also be profiled without having to remove too much material."
Bauer Vapor FlyLite Intermediate Ice Hockey Skates With Runner,"$1,069.99",Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-vapor-flylite-int-bundle.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698708080-1_20.jpg,Skates,"These are for players who live on the attack, who fly into the zone outnumbered, and create time and space out of thin air. The Bauer Vapor FlyLite Intermediate Ice Hockey Skates introduce the most reactive and energized components we’ve ever put in a skate. Why? Because your game demands it. Designed to harness the full extent of your hockey IQ, hyper-flexible materials found throughout the skate have been fused together to move with you and help you react and adapt at a millisecond’s notice. And with active elasticity properties, you can experience more energy in every stride while staying agile and elusive anywhere on the ice. The next era of Vapor is here. Get ready to fly."
Bauer Vapor X-Lite Senior Ice Hockey Skates,$269.99,Bauer,https://www.hockeymonkey.com/bauer-hockey-skates-vapor-x-lite-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/6/8/688698616545-1_20.jpg,Skates,"Combining the best technologies from several levels of Bauer Vapor skates, the Bauer Vapor X-Lite Senior Ice Hockey Skates are here to help you play your best on the ice while leaving an X-Lite impact on your wallet."
CCM Tacks XF Senior Ice Hockey Skates,$949.99,CCM,https://www.hockeymonkey.com/ccm-hockey-skates-tacks-xf-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/1/9/191520779290-1_21.jpg,Skates,"Introducing the all-new CCM Tacks XF Senior Ice Hockey Skates! Designed for the advanced power skater, Tacks skates offer long, strong strides and maximum force generation in a stiff package. Improvements in design allow for a more comfortable fit than previously seen; you might never want to take these skates off!"
CCM Jetspeed FT690 Senior Ice Hockey Skates,$599.99,CCM,https://www.hockeymonkey.com/ccm-hockey-skates-jetspeed-ft690-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/1/9/191520682736-1-new.jpg,Skates,"Brand new for 2023 are the CCM Jetspeed FT690 Hockey Skates! This year CCM has worked to improve every aspect of the skate. From a new and improved one-piece boot, new adpt comfort tongue, as well as improved tendon guard and holder, and a HockeyMonkey exclusive blackout graphic, the CCM Jetspeed FT690 Hockey skates will keep you looking good, feeling good, and playing good. Jumping right into the boot of the Jetspeed FT690, CCM has improved their highly advanced one-piece SPEED boot technology. This boot is all about performance, acceleration, and lightness. Engineered with no outsole, no stitching, and no glue in high-energy transfer zones. The one-piece SPEED boot is constructed with CCM’s RFM composite with super skin material. This NHL-caliber material is not only extremely lightweight, but features elite levels of protection and durability, as well. New and improved this year is the ADPT comfort tongue with metatomic tritech. This metatomic fit tongue has molded lace bite protection, and ADPT memory foam to wrap your foot for ultimate fit and comfort. On the interior of the skates, the JetSpeed FT690 Hockey Skates feature CCM’s TotalDri Liner with Polygiene. This is a high-performance moisture-wicking material that keeps feet dry and skates light. Polygiene will help with superior odor and bacteria protection. An additional added EVA layer will help deliver major fit and comfort, while multi-density foam pads with seamless comfort finish will wrap anatomically around your foot for more added protection and comfort. For maximum comfort on your feet, The JetSpeed FT690 will feature a molded CCM Ortholite Ultra footbed. This will give ultra lightweight comfort, a molded fit, and heel grip support. Moving to the bottom half of the JetSpeed FT690 Hockey Skates, CCM is continuing with their superior SpeedBlade XS holder! These holders were developed as a quick and easy way to replace blades on the fly, while ensuring you a consistent feel and performance every time. New for this year is an enhanced dial for better bladelock and faster changes on the fly. The consistently tightly secured blade maximizes energy transfer from the boot to the holder and from the holder to the blade in every stride. Partnered with the new SpeedBlade XS holder are the STEP Steel (+4mm) runners! These runners are made of the highest quality steel with increased height and 3mm thickness, giving you better edge control and letting you dig into the ice with more confidence. With an enhanced SPEED boot, ADPT tongue, and improvements throughout the boot, The CCM Jetspeed FT690 skates are made for the high-level skater that is looking to improve speed, comfort, and performance."
CCM Tacks XF 90 Senior Ice Hockey Skates,$599.99,CCM,https://www.hockeymonkey.com/ccm-hockey-skates-tacks-xf-90-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/1/9/191520779733-1_21.jpg,Skates,"Introducing the all-new CCM Tacks XF 90 Senior Ice Hockey Skates! Designed for the advanced power skater, Tacks skates offer long, strong strides and maximum force generation in a stiff package. Improvements in design allow for a more comfortable fit than previously seen; you might never want to take these skates off!"
CCM Tacks XF 80 Senior Ice Hockey Skates,$449.99,CCM,https://www.hockeymonkey.com/ccm-hockey-skates-tacks-xf-80-sr.html,https://www.hockeymonkey.com/media/catalog/product/cache/0755353d24487896ff68f51449fa6807/1/9/191520780692-1_20.jpg,Skates,"Introducing the all-new CCM Tacks XF 80 Senior Ice Hockey Skates! Designed for the competitive power skater, Tacks skates offer long, strong strides and maximum force generation in a stiff package. Improvements in design allow for a more comfortable fit than previously seen; you might never want to take these skates off!"
